handle;displayName;description;centrality;pageRank;community;insideFollowers;followersCount;followsCount;postsCount
andrespertierra.bsky.social;Andrés Pertierra;Historian of Cuba and Communist systems. LatAm & Caribbean History PhD candidate at UW-Madison. U of Havana BA, UW-Madison MA. Bylines in The Nation Mag & Dissent Mag, among others.;1,04216665368932e+04;2,41870368663078e-04;8;161;1033;241;171
mballesteros.bsky.social;María Ballesteros;PhD candidate in Political Science at Harvard | Political Violence, Statebuilding;3,97965828488722e+02;5,61176812458853e-05;4;47;130;148;2
neurograce.bsky.social;Grace Lindsay;"Assistant Professor, Psychology & Data Science @ NYU | Working on brains & climate (separately) | Author of ""Models of the Mind: How physics, engineering, and mathematics have shaped our understanding of the brain"" http://tinyurl.com/h9dn4bw7 ";1,01401469614846e+05;5,66552211013018e-04;5;587;1664;370;304
kaigehring.bsky.social;Prof. Kai Gehring;Economist at Uni Bern and WA, love to travel, sports fan, curious about everything science and fantasy, father of two great kids;1,08155920720752e+03;5,93861346240718e-05;2;35;256;135;31
nataliasbueno.bsky.social;Natalia Bueno;Assistant professor of Political Science at Emory University. Comparative politics, nonstate welfare provision, comparative public policy, and elections/misinformation.;6,21425969000171e+02;4,23541744458016e-05;4;33;90;85;12
aikowagner.bsky.social;Aiko Wagner;"political scientist, FU Berlin
Topics: Elections | Party Systems | Political Competition";2,80785777976603e+02;4,79416313900560e-05;4;40;146;119;3
annejonas.bsky.social;Anne Jonas 🌻;Postdoc @ MSU studying online schools, community, and power. tech, media, education, sustainability, people, justice, running, nature. she/her 🏳️‍🌈;6,18937477112220e+04;1,39974511743944e-04;3;134;407;1243;3
familyresearch.bsky.social;Journal of Family Research;"JFR - Journal of Family Research | 🔗 journal-of-family-research.eu
💎open access (no fees) - non-profit - SSCI indexed";3,79369382650760e+02;8,45814498698086e-05;2;88;279;109;10
climatessn.bsky.social;Climate Social Science Network ;A global network of social scientists focused on political conflicts around climate change, headquartered at Brown University. https://cssn.org/ ;2,89063552565652e+03;1,30108848208489e-04;7;128;717;91;36
theomilo.bsky.social;Theo Milonopoulos;Assistant professoring. PhD @Columbia. Prev. @ClementsCenter, @perryworldhouse. IR, civ-mil, tech. Star Wars, newspapers, coffee, dogs. He/him. Personal Account. Views mine 🏳️‍🌈;5,33131522631448e+02;6,98736789320002e-05;4;57;164;138;31
sebastiankohl.bsky.social;Sebastian Kohl;Professor in social sciences @FU_Berlin | @MPIfG_Cologne alumnus | Housing | Finance | Insurance @sebastiankohl@econtwitter.net;2,26629502287286e+03;6,18332174273756e-05;4;60;202;178;6
jwmason.bsky.social;JW Mason;Associate professor of economics, John Jay College-CUNY. Come study economics with me: https://johnjayeconomics.org. Also senior fellow at the Roosevelt Institute. Blog and other writing: jwmason.org. From the river to the sea. ;5,27526358208204e+04;2,74771936605808e-04;4;186;1459;587;493
auragonzalez.bsky.social;Aura Gonzalez;PhD student at Cornell / NSF GRFP Fellow / India, climate, identity, migration, political science / UCSD alum / first-gen / www.auragonzalez.com;1,04008797680481e+03;5,66807443802425e-05;4;48;143;180;38
vox-magica.bsky.social;Shaily Patel;"historian of christianity | scholar of magic | critic of empires | metacriticism fangirl | ND | she/her 
";1,07845390898188e+05;2,97451783199733e-04;3;262;1656;1414;77
pollysigh.bsky.social;Clarissa Hayward;Mad political scientist. Well ok, just mad and political.;3,82147228377781e+03;9,25380424666423e-05;4;72;181;193;1
aykutozturk.bsky.social;Aykut Öztürk;Political scientist at the University of Glasgow. Studies comparative political behavior, democracy and authoritarianism, Turkish politics, online survey methods. ;2,69066312793281e+03;5,04789050376601e-05;4;49;174;195;9
williambrady.bsky.social;William J. Brady;Assistant prof @NorthwesternU @KelloggSchool studying emotion, morality, social networks, psych of tech. #firstgen college graduate;8,15961360874202e+03;1,64567043827526e-04;5;194;394;208;7
jgilligan.org;Jonathan Gilligan;Integrating social & natural sciences & modeling to study impacts & responses to climate change | They/them 🏳️‍🌈 🏳️‍⚧️ NB | Trans people are who we say we are | jonathangilligan.org | aka @jg_environ on the bird site.;3,08329903779473e+04;1,23669701863414e-04;7;104;408;562;495
thilohuning.bsky.social;Thilo Huning;Economist at University of York. Interested in economic history, especially trade, economic geography, institutions.;4,52361301064696e+03;4,56826977516818e-05;2;40;196;343;1
elinorcarmi.bsky.social;Dr. Elinor Carmi ;"🌈 Feminist & Senior Lecturer in data politics and social justice at City, University of London, UK. 

Working on data politics/feminist data/data literacies/STS/feminist technoscience/digital rights/ad tech industry/surveillance/deviant media";1,54717776280810e+04;1,13983037998008e-04;3;99;335;508;31
emilyparker.bsky.social;Emily Parker;"Assistant Professor of Public Policy at Rutgers University, formerly a postdoc at University of Michigan and PhD at Cornell. I research how public policy and community context shape health and inequality.

https://emilyparker.org/";3,55064303001925e+03;8,85993447516752e-05;2;84;199;194;0
heatherurry.bsky.social;Heather Urry;Prof @TuftsUniversity (psychology) | open inclusive affective scientist | R enthusiast | she/her | say Urry: http://bit.ly/SayUrry | Black Lives Matter;4,70674456732356e+04;3,72557657094204e-04;5;425;841;523;575
narosenblum.bsky.social;Noah Rosenblum;Assistant Professor @NYULaw | Legal History, Administrative State, New York State Courts | “agenda-driven naysayer whose head instantiates academic ethers”;2,18862358672775e+04;3,22327099353309e-04;1;242;835;415;103
mariellepm.bsky.social;Marielle Papin;"Asst professor in Political Science at MacEwan University
Urban and IR scholar | Cities, climate governance and urban wellness
Babble abt parenting, breastfeeding, sometimes climate";7,32112525184119e+03;7,88449696659587e-05;7;75;202;170;42
rudalev.bsky.social;Andrew Rudalevige;Bowdoin College professor of political science visiting at LSE and UCL in 2023-24: feed includes posts on presidential power, bureaucratic politics, and carping about Boston sports and European football.;7,51987681268102e+02;1,03388773628153e-04;4;62;207;101;29
aetiology.bsky.social;Tara C. Smith;Collector of social media sites. Definitely not a memelord. Sometimes scienceing (infectious diseases and shit. Occasionally literally). Also writes about vaccine hesitancy & science misinformation. Probably somewhere on a trail. She/her;1,77604025073013e+05;5,91490450007425e-04;7;414;2657;1186;1117
eddahumprecht.bsky.social;Edda Humprecht;@Prof of Communication Science @Uni of Jena, head of research group Digitalization & the Public Sphere;3,39151936986979e+03;8,33276320806120e-05;4;73;236;273;4
rafgrotti.bsky.social;Raffaele Grotti;Assistant professor of sociology at the University of Trento. Interested in dynamics of socio-economic inequalities over the life course and quantitative methods. And wine, of course.;1,55997877270319e+03;5,48463834047935e-05;2;50;139;170;0
jeffgreene.bsky.social;Jeff Greene;McMichael Distinguished Term Professor of Educational Psychology & the Learning Sciences in the School of Education, University of North Carolina at Chapel Hill. Studies the science of learning, digital literacy, self-regulation, & epistemic cognition.;5,35155684277781e+04;1,79376506879811e-04;5;201;629;439;354
voxdev.bsky.social;VoxDev;"Where research meets practice; a platform for development enthusiasts to discuss key policy issues. Powered by CEPR, IGC & PEDL.";8,78396996786156e+01;5,60056473873951e-05;2;30;201;42;74
kathke.com;Torsten Kathke;Historian. 19th/20th century US & Germany. JGU Mainz. 70s/80s cultural criticism, pop science, futurology. Book: Wires That Bind. @torstenkathke on most things.;9,03719604971959e+04;2,65600898585279e-04;8;272;1305;1023;1342
andyperfors.bsky.social;Andrew Perfors;Prof at UniMelb. I'm a computational cognitive scientist studying human inference, learning, information systems, culture, and (mis/dis)info. Nerd & opinionated loudmouth in Oz, originally from America, citizen of both. Parent of two. 🏳️‍⚧️ perfors.net;2,57280022908487e+05;4,15695838255176e-04;5;472;1213;1338;599
harveylederman.bsky.social;Harvey Lederman;"Professor of philosophy UTAustin. Philosophical logic, formal epistemology, philosophy of language, Wang Yangming.

www.harveylederman.com";6,70468043299782e+03;1,34923267330311e-04;3;118;374;175;36
bhuenteler.bsky.social;Bettina Hünteler;PostDoc in Demography and Sociology at MPIDR and ISS UniCologne studying Kinship and Social Inequality | own views | she;3,37554992195432e+02;6,16813798287425e-05;2;55;172;156;4
kevinhorourke.bsky.social;Kevin O’Rourke;Economist and economic historian ;1,12477888279924e+04;9,85787022400803e-05;4;59;470;550;19
policyandpups.bsky.social;Gwen Arnold;UC Davis Center for Enviro Policy & Behavior. Associate editor, Policy Studies Journal. Governance, institutions, policy process, fracking. Ehler’s Danlos. Dog rescue helper ;3,20549332476389e+04;1,17377233986470e-04;7;111;304;432;24
alanfinkshap.bsky.social;Alan Finkelstein Shapiro;"Associate professor at Tufts University working in macro-labor and international macroeconomics. Views are my own.

https://sites.google.com/view/alanfinkelsteinshapiro";6,24499632367299e+02;4,68381848011121e-05;2;32;180;380;0
kaiheron.bsky.social;Kai Heron;Climate and land struggles, political economy, political theory and post-capitalist futures. Lecturer in Political Ecology.;2,06325800983726e+03;1,59125867153197e-04;3;109;674;112;56
marymcauliffe.bsky.social;Dr Mary McAuliffe;"UCD Gender Studies; Historian, gendered & sexual violence in the Irish revolutionary war,1919-1923 / sexualities / feminist & queer histories / feminist / she/her / queer / cat 🐈 🐈‍⬛ mom / views my own ";1,14568851795649e+05;2,19055643875257e-04;3;211;1854;2192;215
lamjylam.bsky.social;Janice Y. Lam (she/her);PhD candidate at the Schulich School of Business, YorkU. Mixed-methods researcher examining the need for DEI and interventions in the workplace.;7,48757590214005e+03;9,73955051609497e-05;5;98;225;294;53
kateraworth.bsky.social;Kate Raworth;Author of Doughnut Economics, teaching at Oxford Uni. @doughnuteconomics.org;4,04600393899414e+02;1,32753863556153e-04;7;133;1430;16;1
vtuannguyen.bsky.social;Nguyen Vuong;A PhD student at UW-Madison AAE. Working on development and environmental economics. On the 2023-2024 job market. https://sites.google.com/site/nguyendtvuong/;1,97500567520025e+03;4,34049937370499e-05;2;32;112;320;14
seanpmackinnon.bsky.social;Sean Mackinnon;"Instructor at Dalhousie University. Personality, statistics, mixed methods

Mastodon Account: @spmackinnon@fediscience.org";5,75213624543977e+03;1,28526451930072e-04;5;132;369;166;608
sergiferrer.bsky.social;Sergi Ferrer;"Political Scientist. Postdoc Fellow at the Demotradeoff project, and the Democracy, Elections and Citizenship research group. 

www.sergiferrer.org";3,89206550562177e+02;3,97092953863333e-05;4;33;83;142;0
drandreahoward.bsky.social;Andrea Howard;"Associate professor of Psychology. Adolescent development and the transition to adulthood; mental health and alcohol use; quantitative psychology. She/her.";7,68309822481243e+03;1,70335978781828e-04;5;205;453;248;587
rossb-brighton.bsky.social;🌈 Dr Ross Brooks;"Historian. Queer history of science. Oxford's LGBTQ+ history (queeroxford.info). He/him.

Darwin's Closet: https://academic.oup.com/zoolinnean/article/191/2/323/6075648

Mendel's Closet: https://royalsocietypublishing.org/doi/10.1098/rsnr.2023.0036";9,79055761507589e+04;2,02539736284470e-04;3;228;695;798;111
feadeh.bsky.social;Fade Eadeh, Ph.D.;"(he/him) Palestinian psych professor 
@seattleu. low income first gen POC, lover of dogs and Cleveland sports.

Tweets are mine and do not represent Seattle U";1,64125142221603e+04;1,32645477020108e-04;5;153;298;340;76
tabithabonilla.bsky.social;Tabitha Bonilla;"Political Scientist st NU's SESP, IPR, and CSDD. Research: communication around politics and policy, examining identity and representation.

MT native finding my way in the Midwest. 
";1,42438806016930e+03;9,67598411588494e-05;4;79;192;128;11
rgoodlaw.bsky.social;Ryan Goodman;"Former Special Counsel Department of Defense. Co-editor-in-chief at Just Security. Chaired Professor at NYU Law. Former Chaired Professor at Harvard Law.

http://its.law.nyu.edu/facultyprofiles/index.cfm?fuseaction=profile.overview&personid=27772";8,24078831784106e+02;3,08234874959310e-04;1;154;3302;39;3
nschwitter.bsky.social;Nicole Schwitter;Postdoctoral researcher at the Mannheim Centre for European Social Research and honorary research fellow at the University of Warwick | Interested in all things computational social science;1,12550932256687e+03;3,99576978085299e-05;2;31;83;127;0
kmcaulif1.bsky.social;Katie McAuliffe;"Cooperation, Morality, Justice, Norms, Evolution, Society, Culture, etc

bccooperationlab.com
bcvirtueproject.com
Associate Prof @ Psychology & Neuroscience, Boston College";1,87633188890845e+04;1,69277042688356e-04;5;184;328;239;1
marybethaltier.bsky.social;Mary Beth Altier;"New York University's Center for Global Affairs professor; researching & teaching transnational security, political violence, political behavior, nationalism, ethnic conflict, foreign policy. https://www.linkedin.com/in/mary-beth-altier-5795459/ ";3,99861508300605e+03;7,74141113716413e-05;4;60;172;167;2
lizneeley.bsky.social;Liz Neeley;Founder of Liminal and co-founder of Solving For Science. I work in science communication & sensemaking. Currently on sabbatical - your emails find me doing extremely well… if they find me.;9,82575952364978e+04;4,35211459424670e-04;7;323;1396;619;142
saraalice.bsky.social;Sara Möser;"Sociologist, inequality of education and life chances, DAB panel study, PostDoc at University of Bern, she/her.

dab.edu.unibe.ch/";3,05874454170549e+03;7,49965117190459e-05;2;79;173;173;6
